frame_i,time,m_per_pixel,g_center,r_center,rect_points,angle,acceleration
1291.0,21.552587646076795,0.0009593935829033296,726:885,712:993,616:496:614:282:918:279:920:493,-0.12891077168399143,-0.04178814382896002:-1.0830209634874355:-0.0001388310426210038
1292.0,21.569282136894824,0.0009593935829033296,701:878,679:985,616:496:614:282:918:279:920:493,-0.20278150417940963,-0.0001388310426210038:-0.9164237123420794:-0.0001388310426210038
1293.0,21.585976627712856,0.0009593935829033296,677:869,644:970,616:495:614:282:918:279:920:493,-0.31579824374205057,-0.0001388310426210038:-0.7914757739830623:-0.0001388310426210038
1294.0,21.602671118530886,0.0009593935829033296,657:860,615:959,616:496:614:282:918:279:920:493,-0.40122879900484876,-0.0001388310426210038:-0.7498264611967232:-0.0001388310426210038
1295.0,21.619365609348915,0.0009593935829033296,638:849,588:945,616:495:614:282:918:279:920:493,-0.4801750296035269,-0.0001388310426210038:-0.6665278356240453:-0.0001388310426210038
1296.0,21.636060100166944,0.0009593935829033296,621:838,563:929,616:496:614:282:918:279:920:493,-0.5674399494578489,-0.04178814382896002:-0.5832292100513672:-0.0001388310426210038
1297.0,21.652754590984976,0.0009593935829033296,606:826,541:912,616:495:614:282:919:279:921:493,-0.6472116669030504,-0.04178814382896002:-0.5832292100513672:-0.0001388310426210038
1298.0,21.669449081803005,0.0009593935829033296,593:815,524:898,616:495:614:282:918:279:920:493,-0.6935520371327109,-0.04178814382896002:-0.5832292100513672:-0.0001388310426210038
1299.0,21.686143572621035,0.0009593935829033296,581:804,507:881,616:495:614:282:918:279:920:493,-0.7655332271462834,-0.04178814382896002:-0.5832292100513672:-0.0001388310426210038
1300.0,21.702838063439067,0.0009593935829033296,572:794,494:868,616:495:614:282:918:279:920:493,-0.8117078806503705,-0.04178814382896002:-0.5832292100513672:-0.0001388310426210038
1301.0,21.719532554257096,0.0009593935829033296,564:785,484:856,616:496:614:282:918:279:920:493,-0.8449303834726967,-0.04178814382896002:-0.6248785228377063:-0.0001388310426210038
1302.0,21.736227045075125,0.0009593935829033296,558:777,475:847,616:495:614:282:918:279:920:493,-0.870161892510066,-0.04178814382896002:-0.7081771484103843:-0.0001388310426210038
1303.0,21.752921535893154,0.0009593935829033296,554:772,469:839,616:496:614:282:918:279:920:493,-0.9032702665946647,-0.04178814382896002:-0.7914757739830623:-0.0001388310426210038
1304.0,21.769616026711187,0.0009593935829033296,551:768,465:833,616:495:614:282:918:279:920:493,-0.9235846598918461,-0.0001388310426210038:-0.8747743995557403:-0.04178814382896002
1305.0,21.786310517529216,0.0009593935829033296,550:766,463:830,616:496:614:282:918:279:920:493,-0.9365542126637353,-0.0001388310426210038:-0.8747743995557403:-0.04178814382896002
1306.0,21.803005008347245,0.0009593935829033296,550:765,463:830,616:496:614:282:918:279:920:493,-0.9291368365457745,0.04151048174371801:-1.0413716507010964:-0.08343745661529904
