frame_i,time,m_per_pixel,g_center,r_center,rect_points,angle,acceleration
564.0,9.415692821368948,0.0009571091706762501,599:506,495:492,717:431:717:213:1021:213:1021:431,-1.7046073042694874,-0.125:-1.5833333333333333:0.0
565.0,9.432387312186979,0.0009571091706762501,601:487,498:466,716:433:715:215:1019:212:1021:430,-1.7719232126114361,-0.125:-1.5833333333333333:0.0
566.0,9.449081803005008,0.0009571091706762501,604:471,502:444,717:433:715:215:1020:212:1022:430,-1.8295672187585943,-0.125:-0.7916666666666666:0.041666666666666664
567.0,9.465776293823039,0.0009571091706762501,607:459,507:427,717:433:715:215:1020:212:1022:430,-1.8804992713373527,-0.125:-1.5833333333333333:0.0
568.0,9.482470784641068,0.0009571091706762501,610:449,511:413,716:433:715:215:1019:212:1021:430,-1.9195673303788037,-0.16666666666666666:-1.875:-0.041666666666666664
569.0,9.499165275459099,0.0009571091706762501,613:441,515:403,716:433:715:215:1020:212:1022:430,-1.9407023942514543,-0.125:-2.125:-0.08333333333333333
570.0,9.51585976627713,0.0009571091706762501,615:436,517:396,716:433:715:215:1020:212:1022:430,-1.9583201325751756,-0.041666666666666664:-2.4583333333333335:-0.125
571.0,9.532554257095159,0.0009571091706762501,616:434,519:393,717:433:715:215:1020:212:1022:430,-1.9707006232630158,-0.125:-3.0:-0.125
572.0,9.54924874791319,0.0009571091706762501,616:434,519:393,717:431:717:213:1021:213:1021:431,-1.9707006232630158,-0.16666666666666666:-3.25:-0.125
573.0,9.565943238731219,0.0009571091706762501,615:436,518:396,717:431:717:213:1021:213:1021:431,-1.9619217737639258,-0.16666666666666666:-3.5:-0.125
574.0,9.58263772954925,0.0009571091706762501,614:441,516:403,717:433:715:215:1020:212:1022:430,-1.9407023942514543,-0.16666666666666666:-3.5:-0.125
575.0,9.599332220367279,0.0009571091706762501,612:449,512:413,717:433:715:215:1020:212:1022:430,-1.9163519073766087,-0.16666666666666666:-3.75:-0.125
576.0,9.61602671118531,0.0009571091706762501,609:459,509:427,717:433:715:215:1020:212:1022:430,-1.8804992713373527,-0.20833333333333334:-3.875:-0.125
577.0,9.632721202003339,0.0009571091706762501,606:472,504:444,717:433:715:215:1020:212:1022:430,-1.8387067492182363,-0.20833333333333334:-3.7916666666666665:-0.125
578.0,9.64941569282137,0.0009571091706762501,603:488,500:466,717:433:715:215:1020:212:1022:430,-1.7812265301413703,-0.20833333333333334:-3.7916666666666665:-0.125
579.0,9.666110183639399,0.0009571091706762501,601:506,497:490,717:433:714:215:1020:212:1022:430,-1.7234456551901618,-0.20833333333333334:-3.3333333333333335:-0.08333333333333333
580.0,9.68280467445743,0.0009571091706762501,599:526,496:520,717:433:714:215:1020:212:1022:430,-1.6289829976085008,-0.16666666666666666:-3.0:-0.08333333333333333
581.0,9.699499165275459,0.0009571091706762501,600:550,497:552,717:433:714:215:1020:212:1022:430,-1.5513812908925786,-0.125:-2.8333333333333335:-0.08333333333333333
582.0,9.71619365609349,0.0009571091706762501,603:575,500:589,717:433:715:215:1020:212:1022:430,-1.4357018883455415,-0.125:-2.8333333333333335:-0.08333333333333333
583.0,9.73288814691152,0.0009571091706762501,609:603,506:623,717:433:715:215:1020:212:1022:430,-1.3790081848081917,-0.08333333333333333:-2.4166666666666665:-0.08333333333333333
584.0,9.74958263772955,0.0009571091706762501,618:633,519:667,717:433:715:215:1020:212:1022:430,-1.2399825764525463,-0.041666666666666664:-2.0416666666666665:-0.08333333333333333
585.0,9.76627712854758,0.0009571091706762501,632:663,537:708,717:431:717:213:1021:213:1021:431,-1.1284221038181517,0.0:-1.625:-0.041666666666666664
586.0,9.78297161936561,0.0009571091706762501,650:694,560:749,717:433:714:215:1019:212:1021:430,-1.0222469243443686,0.0:-1.25:-0.041666666666666664
587.0,9.79966611018364,0.0009571091706762501,673:724,592:791,717:431:717:213:1021:213:1021:431,-0.8797121147246288,0.041666666666666664:-0.9166666666666666:-0.041666666666666664
